"","variable","value","p","Outcome"
"171","ANX",0.00401135103434783,0.153620076986944,"v_csf_CerebralpeduncleR"
"172","ANX",-0.00166788065029433,0.565036615551766,"v_csf_CerebralpeduncleL"
"173","ANX",-0.0013579871544502,0.637085720879686,"v_csf_AnteriorlimbofinternalcapsuleR"
"174","ANX",-0.000161283320226283,0.964024635662872,"v_csf_AnteriorlimbofinternalcapsuleL"
"175","ANX",0.000439223988011462,0.902600900425847,"v_csf_.PosteriorlimbofinternalcapsuleR"
"176","ANX",-0.00214646447851111,0.322761957806568,"v_csf_PosteriorlimbofinternalcapsuleL"
"177","ANX",-0.000708597663765529,0.750743956449893,"v_csf_RetrolenticularpartofinternalcapsuleR"
"178","ANX",-0.00151972887619031,0.580883793716833,"v_csf_RetrolenticularpartofinternalcapsuleL"
"179","ANX",-0.000704402044513435,0.796192301564165,"v_csf_AnteriorcoronaradiataR"
"180","ANX",0.00463847094973374,0.085285007556121,"v_csf_AnteriorcoronaradiataL"
"181","ANX",0.00315316535932036,0.226914994184408,"v_csf_SuperiorcoronaradiataR"
"182","ANX",0.00281269110532579,0.191464405097251,"v_csf_SuperiorcoronaradiataL"
"183","ANX",0.00274902568508318,0.230604666822705,"v_csf_PosteriorcoronaradiataR"
"184","ANX",0.00152776000079882,0.646151146611296,"v_csf_PosteriorcoronaradiataL"
"185","ANX",0.00254031924325051,0.43379148674464,"v_csf_PosteriorthalamicradiationR"
"186","ANX",0.00208334854866598,0.460347500530028,"v_csf_PosteriorthalamicradiationL"
"187","ANX",0.000882970286363129,0.786615409125739,"v_csf_SagittalstratumR"
"188","ANX",0.00221075271420418,0.466035037701803,"v_csf_SagittalstratumL"
"189","ANX",-0.00102216097827374,0.763729965045557,"v_csf_ExternalcapsuleR"
"190","ANX",-0.00486963067106049,0.16034605418076,"v_csf_ExternalcapsuleL"
"191","ANX",-0.000477968303262186,0.890648760144291,"v_csf_CingulumcingulategyrusR"
"192","ANX",0.00136668797639748,0.599297110616675,"v_csf_CingulumcingulategyrusL"
"193","ANX",0.000342349736971864,0.893479538037899,"v_csf_CingulumhippocampusR"
"194","ANX",-0.000141066698126403,0.970558969018658,"v_csf_CingulumhippocampusL"
"195","ANX",6.1556029504555e-05,0.984769124273218,"v_csf_Fornix_StriaterminalisR"
"196","ANX",-0.00132068626985353,0.697742071480141,"v_csf_Fornix_StriaterminalisL"
"197","ANX",-0.00434124431836878,0.169635328219735,"v_csf_SuperiorlongitudinalfasciculusR"
"198","ANX",-0.000556606761079127,0.806985385287638,"v_csf_SuperiorlongitudinalfasciculusL"
"199","ANX",0.000982974765882259,0.670024759406689,"v_csf_SuperiorfrontooccipitalfasciculusR"
"200","ANX",0.00500031203487702,0.160431029464444,"v_csf_SuperiorfrontooccipitalfasciculusL"
"201","ANX",0.00391484329307939,0.447646504513262,"v_csf_UncinatefasciculusR"
"202","ANX",-0.00448961395969441,0.21497975506251,"v_csf_UncinatefasciculusL"
"203","ANX",0.00159416387313772,0.656846520396711,"v_csf_TapetumR"
"204","ANX",-0.00235534846436317,0.695331768565404,"v_csf_TapetumL"
"205","ANX",0.000972899537121735,0.898321111684974,"v_csf_Mean"
"206","ANX",0.000569426433003488,0.739222172438826,"v_csf_CINGL"
"207","ANX",0.00489984635266827,0.105748164408555,"v_csf_CINGR"
"208","ANX",0.00137265801016268,0.622909288159767,"micro_Rd_ATRL"
"209","ANX",0.00127800779423678,0.304938035282343,"micro_Rd_ATRR"
"210","ANX",0.00128490824944433,0.271928841873253,"micro_Rd_CSTL"
"211","ANX",0.000766779866757125,0.517392264445989,"micro_Rd_CSTR"
"212","ANX",0.000288212913031838,0.807073882472661,"micro_Rd_CGL"
"213","ANX",0.00132531499224038,0.406071242229595,"micro_Rd_CGR"
"214","ANX",0.00120069993015212,0.429888548222487,"micro_Rd_FMAJ"
"215","ANX",9.55646501639247e-05,0.953753938819193,"micro_Rd_FMIN"
"216","ANX",0.00246157271114892,0.182805406605494,"micro_Rd_IFOFL"
"217","ANX",0.000267299541876515,0.858371924926463,"micro_Rd_IFOFR"
"218","ANX",0.000717662129723959,0.640269788025682,"micro_Rd_ILFL"
"219","ANX",0.000418759449697273,0.785670069367606,"micro_Rd_ILFR"
"220","ANX",0.000229523393923618,0.876442814147737,"micro_Rd_SLFL"
"221","ANX",0.000400890227157687,0.805951392093375,"micro_Rd_SLFR"
"222","ANX",0.000665862897919155,0.678952546543495,"micro_Rd_UFL"
"223","ANX",0.00063855518989703,0.640558882019463,"micro_Rd_UFR"
"224","ANX",2.34635675629359e-05,0.985610447810803,"micro_Rd_SLFTL"
"225","ANX",0.00107708826682303,0.471375227539051,"micro_Rd_SLTFR"
"226","ANX",-0.000149512811135779,0.936104240990592,"micro_Rd_Middlecerebellarpeduncle"
"227","ANX",0.000858202180562424,0.622186100344756,"micro_Rd_Pontine"
"228","ANX",-0.00411148283250946,0.3191294717212,"micro_Rd_GenuCC"
"229","ANX",0.00391062669047216,0.173670430712749,"micro_Rd_BodyCC"
"230","ANX",0.00687334459459132,0.0108655724794522,"micro_Rd_SpleniumCC"
"231","ANX",0.00280729403300035,0.206080256177011,"micro_Rd_Fornix"
"232","ANX",0.00355450443307526,0.164115217761862,"micro_Rd_CorticospinaltractR"
"233","ANX",-0.00391359070635303,0.335323811529673,"micro_Rd_CorticospinaltractL"
"234","ANX",-0.0012001941438084,0.758610076265344,"micro_Rd_MediallemniscusR"
"235","ANX",-0.00163943948227295,0.566297663358853,"micro_Rd_MediallemniscusL"
"236","ANX",0.000604029848581585,0.840821354398659,"micro_Rd_InferiorcerebellarpeduncleR"
"237","ANX",0.000470061261604582,0.830532945626441,"micro_Rd_InferiorcerebellarpeduncleL"
"238","ANX",0.00130507235186264,0.544903015395192,"micro_Rd_SuperiorcerebellarpeduncleR"
"239","ANX",0.00285026812406768,0.212175523260887,"micro_Rd_SuperiorcerebellarpeduncleL"
"240","ANX",0.00332943563995387,0.116025011995054,"micro_Rd_CerebralpeduncleR"
"241","ANX",-0.00014661923955785,0.933657555472213,"micro_Rd_CerebralpeduncleL"
"242","ANX",0.000310055000942388,0.863016490296863,"micro_Rd_AnteriorlimbofinternalcapsuleR"
"243","ANX",0.000516375922206202,0.78902902814506,"micro_Rd_AnteriorlimbofinternalcapsuleL"
"244","ANX",0.0012100478232557,0.546369846444357,"micro_Rd_.PosteriorlimbofinternalcapsuleR"
"245","ANX",-1.40580659296527e-05,0.991924918947806,"micro_Rd_PosteriorlimbofinternalcapsuleL"
"246","ANX",0.000590812357328843,0.682804785665595,"micro_Rd_RetrolenticularpartofinternalcapsuleR"
"247","ANX",0.00105639407606595,0.542169092676448,"micro_Rd_RetrolenticularpartofinternalcapsuleL"
"248","ANX",0.00082287635279025,0.628618808311426,"micro_Rd_AnteriorcoronaradiataR"
"249","ANX",0.00358306687866064,0.0738798267346659,"micro_Rd_AnteriorcoronaradiataL"
"250","ANX",0.00294534191923121,0.14859630849834,"micro_Rd_SuperiorcoronaradiataR"
"251","ANX",0.00264847421300447,0.133847995361846,"micro_Rd_SuperiorcoronaradiataL"
"252","ANX",0.00250655222102338,0.188635193634449,"micro_Rd_PosteriorcoronaradiataR"
"253","ANX",0.00181058124361111,0.444218276207458,"micro_Rd_PosteriorcoronaradiataL"
"254","ANX",0.00215115715252867,0.357246819260647,"micro_Rd_PosteriorthalamicradiationR"
"255","ANX",0.00153185504406281,0.461640538821231,"micro_Rd_PosteriorthalamicradiationL"
"256","ANX",0.00177579862863556,0.432574824793153,"micro_Rd_SagittalstratumR"
"257","ANX",0.00166114613925902,0.402921429878601,"micro_Rd_SagittalstratumL"
"258","ANX",0.000492962042698847,0.804715844959037,"micro_Rd_ExternalcapsuleR"
"259","ANX",-9.60200242386215e-05,0.943876086763764,"micro_Rd_ExternalcapsuleL"
"260","ANX",0.00103548828689233,0.445274074935878,"micro_Rd_CingulumcingulategyrusR"
"261","ANX",0.00124509568367032,0.404367400292603,"micro_Rd_CingulumcingulategyrusL"
"262","ANX",0.000992248949381287,0.524944313599432,"micro_Rd_CingulumhippocampusR"
"263","ANX",0.00106188639889303,0.45629757781381,"micro_Rd_CingulumhippocampusL"
"264","ANX",0.000943254205239749,0.481667648556692,"micro_Rd_Fornix_StriaterminalisR"
"265","ANX",0.00043470706563515,0.814264624759039,"micro_Rd_Fornix_StriaterminalisL"
"266","ANX",-0.00130575129783062,0.429156749508093,"micro_Rd_SuperiorlongitudinalfasciculusR"
"267","ANX",0.000397865841508313,0.833629138729789,"micro_Rd_SuperiorlongitudinalfasciculusL"
"268","ANX",0.00114822883476482,0.554499523254887,"micro_Rd_SuperiorfrontooccipitalfasciculusR"
"269","ANX",0.00228888464978902,0.303943710062409,"micro_Rd_SuperiorfrontooccipitalfasciculusL"
"270","ANX",0.00471814005229353,0.152239610036235,"micro_Rd_UncinatefasciculusR"
"271","ANX",-0.000704149399330307,0.614950713674225,"micro_Rd_UncinatefasciculusL"
"272","ANX",0.000954121193871151,0.490908077217173,"micro_Rd_TapetumR"
"273","ANX",-0.000622839357526367,0.884022139878994,"micro_Rd_TapetumL"
"274","ANX",0.00106983071329675,0.837403365871698,"micro_Rd_Mean"
"275","ANX",0.00103082338128877,0.431488744957972,"micro_Rd_CINGL"
"276","ANX",0.00264559078333658,0.0792462167520218,"micro_Rd_CINGR"
"277","ANX",0.00131615878465413,0.38465693028827,"micro_FA_ATRL"
"278","ANX",-0.000417992051495614,0.438506846123688,"micro_FA_ATRR"
"279","ANX",-0.000600535147940939,0.243805618528864,"micro_FA_CSTL"
"280","ANX",-0.000169405129060312,0.668710901998004,"micro_FA_CSTR"
"281","ANX",-0.00014418147130094,0.723173305837745,"micro_FA_CGL"
"282","ANX",-0.000646610040466703,0.356235517698613,"micro_FA_CGR"
"283","ANX",-0.000464112273315459,0.473016363116555,"micro_FA_FMAJ"
"284","ANX",-0.000125213820348491,0.854367805496313,"micro_FA_FMIN"
"285","ANX",-0.000741204644785515,0.373403719560653,"micro_FA_IFOFL"
"286","ANX",-0.000388775703930105,0.560543501569934,"micro_FA_IFOFR"
"287","ANX",-0.000536610782288723,0.445236309678029,"micro_FA_ILFL"
"288","ANX",-0.000554998445020751,0.421097881928664,"micro_FA_ILFR"
"289","ANX",-0.000487263533534427,0.47131625868513,"micro_FA_SLFL"
"290","ANX",-0.000365119437527915,0.556731350395451,"micro_FA_SLFR"
"291","ANX",-0.000552031573257563,0.373968761578539,"micro_FA_UFL"
"292","ANX",-0.000652786924375114,0.346285584304803,"micro_FA_UFR"
"293","ANX",-0.000296544662363068,0.667967551052916,"micro_FA_SLFTL"
"294","ANX",-0.000727289866708724,0.261392679879906,"micro_FA_SLTFR"
"295","ANX",-0.00022333695373594,0.760652295762773,"micro_FA_Middlecerebellarpeduncle"
"296","ANX",-0.000163210997345592,0.691472459464634,"micro_FA_Pontine"
"297","ANX",0.00157844890787466,0.303410493777623,"micro_FA_GenuCC"
"298","ANX",-0.00134526590840305,0.240089488874857,"micro_FA_BodyCC"
"299","ANX",-0.00291816499107473,0.013748049537076,"micro_FA_SpleniumCC"
"300","ANX",-0.000920635175911299,0.191866054876239,"micro_FA_Fornix"
"301","ANX",-0.00790599906734304,0.171767863214573,"micro_FA_CorticospinaltractR"
"302","ANX",0.00183577155273063,0.233735005801543,"micro_FA_CorticospinaltractL"
"303","ANX",0.000929470829692207,0.560032566525958,"micro_FA_MediallemniscusR"
"304","ANX",0.000586560722164357,0.491255241358716,"micro_FA_MediallemniscusL"
"305","ANX",-0.000225569907295597,0.811141755439178,"micro_FA_InferiorcerebellarpeduncleR"
"306","ANX",0.000162320921855709,0.803469610212658,"micro_FA_InferiorcerebellarpeduncleL"
"307","ANX",-0.00052486699571414,0.430360359742399,"micro_FA_SuperiorcerebellarpeduncleR"
"308","ANX",-0.00137428769309378,0.150887175859388,"micro_FA_SuperiorcerebellarpeduncleL"
"309","ANX",-0.00118043438161562,0.152555356833598,"micro_FA_CerebralpeduncleR"
"310","ANX",-0.000105670397454799,0.842793184804363,"micro_FA_CerebralpeduncleL"
"311","ANX",-0.000124549592593915,0.804406845574919,"micro_FA_AnteriorlimbofinternalcapsuleR"
"312","ANX",-0.000259814341629479,0.655088836188848,"micro_FA_AnteriorlimbofinternalcapsuleL"
"313","ANX",-0.000186778560503277,0.767127714124249,"micro_FA_.PosteriorlimbofinternalcapsuleR"
"314","ANX",-0.000192147389864558,0.5937908942914,"micro_FA_PosteriorlimbofinternalcapsuleL"
"315","ANX",-0.000205477013493952,0.557467697243875,"micro_FA_RetrolenticularpartofinternalcapsuleR"
"316","ANX",-0.000869686370046146,0.203429215767284,"micro_FA_RetrolenticularpartofinternalcapsuleL"
