"","Outcome","Std.Beta","Std.Err","p","p.adj","Model"
"446","micro_ADC_PosteriorlimbofinternalcapsuleL",0.117427918007266,0.0210692833807426,2.72135873159336e-08,4.99641463120541e-05,"DTI"
"447","micro_ADC_RetrolenticularpartofinternalcapsuleR",0.315397128632368,0.0218412172006864,9.25231251886388e-46,1.69872457846341e-42,"DTI"
"448","micro_ADC_RetrolenticularpartofinternalcapsuleL",0.211442595714527,0.0224051506660949,7.41173722204862e-21,1.36079495396813e-17,"DTI"
"449","micro_ADC_AnteriorcoronaradiataR",0.440181352463972,0.0219303303857524,2.27200946668396e-84,4.17140938083175e-81,"SMT"
"450","micro_ADC_AnteriorcoronaradiataL",0.441975172828593,0.0216945347115263,9.85898752841956e-87,1.81011011021783e-83,"SMT"
"451","micro_ADC_SuperiorcoronaradiataR",0.42984122473538,0.0215566646359336,2.98730269047327e-83,5.48468773970892e-80,"SMT"
"452","micro_ADC_SuperiorcoronaradiataL",0.399214855293025,0.0218098457286488,4.0894441748829e-71,7.508219505085e-68,"SMT"
"453","micro_ADC_PosteriorcoronaradiataR",0.394574527056762,0.0220417551178906,2.12809765468664e-68,3.90718729400466e-65,"SMTmc"
"454","micro_ADC_PosteriorcoronaradiataL",0.373451728718726,0.022542489208927,3.24101455911753e-59,5.95050273053979e-56,"SMTmc"
"455","micro_ADC_PosteriorthalamicradiationR",0.321506052354651,0.022611320365616,1.75835407108187e-44,3.22833807450632e-41,"SMTmc"
"456","micro_ADC_PosteriorthalamicradiationL",0.340778220935155,0.022152921923079,1.61745206249388e-51,2.96964198673876e-48,"SMTmc"
"457","micro_ADC_SagittalstratumR",0.313998301481968,0.0221788168110186,4.15155241144296e-44,7.62225022740927e-41,"WMTI"
"458","micro_ADC_SagittalstratumL",0.287808264536268,0.0220401883056078,5.90460885678108e-38,1.08408618610501e-34,"WMTI"
"459","micro_ADC_ExternalcapsuleR",0.376468433702211,0.021926138610974,3.62849930912062e-63,6.66192473154546e-60,"WMTI"
"460","micro_ADC_ExternalcapsuleL",0.306584740554183,0.0224826598050723,3.81194251775151e-41,6.99872646259177e-38,"BRIA"
"461","micro_ADC_CingulumcingulategyrusR",0.267598077967681,0.0220862676057579,5.04805563381825e-33,9.26823014369031e-30,"BRIA"
"462","micro_ADC_CingulumcingulategyrusL",0.244124757606713,0.0223795419948134,3.37234875226163e-27,6.19163230915235e-24,"BRIA"
"463","micro_ADC_CingulumhippocampusR",0.0365389800458924,0.0227994925213329,0.109123406966205,1,"BRIA"
"464","micro_ADC_CingulumhippocampusL",0.0416688985202001,0.0226403772764171,0.0657984475329661,1,"BRIA"
"465","micro_ADC_Fornix_StriaterminalisR",0.447605158695142,0.0206418394577275,5.47237624291218e-97,1.00472827819868e-93,"BRIA"
"466","micro_ADC_Fornix_StriaterminalisL",0.270154518177948,0.0212975390562332,5.97339112405861e-36,1.09671461037716e-32,"BRIA"
"467","micro_ADC_SuperiorlongitudinalfasciculusR",0.375328341858958,0.0222600210593004,4.16777875234806e-61,7.65204178931104e-58,"BRIA"
"468","micro_ADC_SuperiorlongitudinalfasciculusL",0.3067423110166,0.0231006959625924,3.49370991547467e-39,6.41445140481149e-36,"BRIA"
"469","micro_ADC_SuperiorfrontooccipitalfasciculusR",0.360448623737556,0.021481738309258,1.7941487317469e-60,3.29405707148731e-57,"DKI"
"470","micro_ADC_SuperiorfrontooccipitalfasciculusL",0.352484037944478,0.0218408370320396,2.88851642800552e-56,5.30331616181813e-53,"DKI"
"471","micro_ADC_UncinatefasciculusR",0.0790967968645502,0.0224613513056994,0.000435588534221205,0.799740548830132,"DKI"
"472","micro_ADC_UncinatefasciculusL",0.100924891889153,0.022437569801035,7.12062104112124e-06,0.0130734602314986,"DTI"
"473","micro_ADC_TapetumR",0.421431222042359,0.0222546280023545,6.52625191450172e-76,1.19821985150252e-72,"DTI"
"474","micro_ADC_TapetumL",0.345413783512982,0.0229000336854731,1.01142757692504e-49,1.85698103123437e-46,"DTI"
"475","micro_ADC_CINGL",0.231730627018655,0.0224446273007983,1.39357686751925e-24,2.55860712876535e-21,"DTI"
